Accelerometerx,Accelerometery,Accelerometerz,Gyroscopex,Gyroscopey,Gyroscopez,Orientationa,Orientationb,Orientationc,Orientationd,AccMagnitude,GyroMagnitude,Roll,Pitch,Yaw,Activity,time,hrm
-8.614600182,-2.335614204,1.763382912,-0.177904129,-0.858629227,-0.250344276,0.726623535,0.028564453,0.67779541,-0.108642578,9.09812889,0.911902563,2.552933584,0.18992586,0.058759913,Mers,7/26/2024 8:46,121
-12.07312965,-1.498815536,2.009993553,0.763817787,-2.04323864,-0.807494164,0.789001465,0.019592285,0.554016113,-0.264953613,12.33073322,2.326002703,2.370295341,0.330476546,0.27713827,Mers,7/26/2024 8:46,121
-13.91672134,-0.106544495,0.105347633,0.372853279,0.714814186,0.043676376,0.62701416,0.082946777,0.765869141,-0.115966797,13.9175279,0.807394893,-1.668799727,0.285511613,-0.209391691,Mers,7/26/2024 8:46,121
-8.769030571,-1.857956886,-2.420611382,-0.692442894,0.935330391,0.896979332,0.796569824,0.030822754,0.579711914,-0.168640137,9.284786503,1.469316856,2.191241385,0.247138435,0.288479682,Mers,7/26/2024 8:46,121
-13.04520512,-2.083018303,0.098164558,1.249592781,-1.090863228,-0.51666832,0.827697754,0.002441406,0.503356934,-0.24810791,13.21082806,1.737357434,2.262194187,0.256622559,0.418577028,Mers,7/26/2024 8:46,121
-13.61384583,-0.380689621,0.363929749,-0.201340675,-2.012345314,-0.706291199,0.818237305,-0.140319824,0.522521973,-0.194213867,13.62402906,2.142176227,2.412905566,-0.026670965,0.394326712,Mers,7/26/2024 8:46,121
-6.474118233,-0.407026291,-1.549095154,-2.190250397,-0.814951897,0.113986015,0.66784668,0.204345703,0.673217773,-0.242980957,6.669300795,2.339729943,2.941097391,0.64362786,-0.030648703,Mers,7/26/2024 8:46,121
-7.849629402,-1.403044701,-0.960103989,-1.24426651,-1.749217033,-1.330554962,0.796691895,-0.17565918,0.566101074,-0.117980957,8.031625978,2.525536752,2.486296559,-0.146841336,0.337625678,Mers,7/26/2024 8:46,121
-9.842863083,-2.73785305,-0.203513145,2.189185143,3.802043915,2.994548798,0.68371582,0.057495117,0.717834473,-0.118041992,10.21857185,5.311816264,-2.701038683,0.250707976,-0.060298225,Mers,7/26/2024 8:46,121
-11.02204323,-1.114534378,1.673597336,0.305739403,-0.700964928,0.133161545,0.679199219,0.123779297,0.705871582,-0.158630371,11.20395251,0.776247647,-2.553710805,0.402899095,-0.050888342,Mers,7/26/2024 8:46,122
-9.982928276,-2.721093178,-0.543499947,1.275159836,2.119940758,2.110352516,0.723022461,0.063598633,0.661743164,-0.187927246,10.36139939,3.251733256,2.587355047,0.347646048,0.057341461,Mers,7/26/2024 8:46,121
-12.81655216,3.179595947,-1.179180145,-1.497806549,0.794711113,0.012783051,0.652648926,0.123901367,0.734008789,-0.141174316,13.25761311,1.695627795,-1.592828301,0.377905496,-0.126496822,Mers,7/26/2024 8:46,122
-7.105010033,-1.264176369,-0.201118469,-0.059656143,-1.789698601,-1.039729118,0.794189453,-0.004638672,0.521179199,-0.312438965,7.219401506,2.070656074,2.402522557,0.323941385,0.304973274,Mers,7/26/2024 8:46,121
-9.034794807,-3.282549858,1.459309578,-0.237560272,0.833062172,0.157663345,0.593261719,0.147216797,0.77545166,-0.15814209,9.722768907,0.880502808,-1.406912132,0.433378406,-0.281565536,Mers,7/26/2024 8:46,122
-8.127365112,-1.412621498,-2.722290039,-1.097255707,-0.482579231,-0.654091835,0.784484863,-0.090209961,0.562438965,-0.245178223,8.686796085,1.365536133,2.516189975,0.134665527,0.260586441,Mers,7/26/2024 8:46,121
-12.08150959,2.087806702,0.430969238,-1.610728264,0.662613869,-0.232234001,0.68939209,0.022521973,0.717712402,-0.095153809,12.26815167,1.757109931,-2.835573999,0.168434366,-0.04901323,Mers,7/26/2024 8:46,122
-12.62022114,-2.497227669,1.725074768,1.474370956,-1.962276459,-0.796841621,0.777954102,0.018493652,0.58581543,-0.22644043,12.98006204,2.580553271,2.383682902,0.298491787,0.229617068,Mers,7/26/2024 8:46,122
-9.89912796,-2.224280357,1.21868515,1.521243095,2.405440331,2.559907913,0.443603516,0.181152344,0.877624512,-0.012084961,10.21887229,3.827982793,-1.101614181,0.182950631,-0.609652313,Mers,7/26/2024 8:46,122
-11.76546574,-3.272973061,1.745426178,1.89196682,0.363265991,0.129965782,0.665649414,0.116577148,0.72833252,-0.11340332,12.33633046,1.930904382,-1.360159419,0.326140815,-0.091619656,Mers,7/26/2024 8:46,122
-7.35161972,-3.343604088,1.251008034,-0.173643112,0.892718315,1.418974876,0.624145508,0.131408691,0.768676758,-0.048278809,8.172577433,1.685404289,-0.990582846,0.240571683,-0.194368349,Mers,7/26/2024 8:46,122
-7.035575867,-3.10297966,2.193155289,-0.340894699,0.058590889,0.520929337,0.519348145,0.108032227,0.845092773,0.066589355,7.996107845,0.625307494,-1.062323323,-0.000335692,-0.455672175,Mers,7/26/2024 8:46,124
-7.187612534,-1.774157524,-1.480858803,-0.800037384,-0.683919907,0.180034637,0.569763184,0.055236816,0.816223145,-0.078186035,7.549990176,1.067810248,-1.567617752,0.191751221,-0.357928576,Mers,7/26/2024 8:46,122
-11.12858868,-2.49243927,1.971684456,1.045055389,0.498558044,0.260996819,0.463806152,0.199462891,0.862915039,-0.02154541,11.57347308,1.186937331,-1.052690159,0.224078453,-0.554286335,Mers,7/26/2024 8:46,124
-6.850019455,-0.98165226,-0.40582943,-0.898044586,-1.595814705,-2.093308449,0.627197266,-0.031005859,0.766357422,-0.135375977,6.931890451,2.781195591,-2.459434158,0.169408341,-0.214507993,Mers,7/26/2024 8:46,122
-13.3780098,-2.646870613,0.842783928,2.095438957,-1.095125198,-0.480448723,0.552856445,0.153869629,0.800415039,-0.173217773,13.66335812,2.412673744,-1.405618126,0.463887171,-0.389437576,Mers,7/26/2024 8:46,123
-7.668861389,-1.599374771,-1.204319954,-0.165120125,-1.28368187,-1.017357826,0.752380371,-0.063476563,0.645080566,-0.11730957,7.92589561,1.646244437,2.588095088,0.055860254,0.141321525,Mers,7/26/2024 8:46,121
-9.2622509,-1.349173546,-1.78253746,-1.095125198,0.376049042,0.54117012,0.619018555,0.094299316,0.766540527,-0.14276123,9.528221281,1.278114698,-1.736027158,0.342253339,-0.230032016,Mers,7/26/2024 8:46,122
-11.55596638,3.280156136,0.936161041,-2.674960136,0.20240593,-0.023435593,0.56842041,0.093566895,0.81640625,0.040100098,12.04890787,2.682709287,-1.05585032,0.040906132,-0.345014521,Mers,7/26/2024 8:46,124
-12.35206318,-1.656837463,-0.620116234,0,-1.899423599,-0.775535583,0.854248047,-0.00604248,0.420288086,-0.305847168,12.4781056,2.051649446,2.255177878,0.249339861,0.567055714,Mers,7/26/2024 8:46,122
-12.24671459,-2.67679882,0.62251091,1.173956871,2.313824654,2.277604103,0.574035645,0.137878418,0.801879883,-0.092102051,12.55128639,3.452454158,-1.228718915,0.310992647,-0.326350374,Mers,7/26/2024 8:46,124
-13.07992268,-0.932569504,-1.661625862,0.52838707,2.262690544,1.780110359,0.747558594,0.070617676,0.635864258,-0.178588867,13.21798259,2.927072648,2.34455255,0.339163388,0.136975506,Mers,7/26/2024 8:46,125
-8.42904377,0.55547142,-2.140480995,-1.467978477,0.325980186,0.582716942,0.549499512,0.027587891,0.834533691,-0.028930664,8.714297807,1.612694306,-1.534679356,0.07868747,-0.406907194,Mers,7/26/2024 8:46,123
-13.10266781,-2.08660984,1.76817131,0.857563972,-0.744642258,-0.395224571,0.776184082,0.097351074,0.567382813,-0.257202148,13.38507655,1.202543355,2.279036172,0.458929763,0.263213726,Mers,7/26/2024 8:46,125
-10.83289528,-0.039505005,0.266961098,-1.530831337,1.07381916,0.002130508,0.725219727,-0.007019043,0.676269531,-0.128967285,10.83625623,1.869902861,2.732480771,0.165000266,0.052920932,Mers,7/26/2024 8:46,127
-8.016031265,-2.632504463,0.882289886,0.503885269,0.794711113,0.475121498,0.705810547,0.061218262,0.690002441,-0.148010254,8.483234786,1.054137826,2.828446032,0.294928944,0.004162746,Mers,7/26/2024 8:46,127
-10.20679283,-3.701548576,-1.303682327,1.007770538,1.751347542,2.134854317,0.552185059,0.032043457,0.833129883,-0.001403809,10.93524894,2.93945958,-1.438730349,0.037735902,-0.399305999,Mers,7/26/2024 8:46,122
-9.055146217,-2.928197861,1.734651566,-0.012783051,1.010966301,0.243952751,0.471374512,0.083312988,0.877929688,-0.006286621,9.673625576,1.04006212,-1.323263211,0.089701909,-0.580021057,Mers,7/26/2024 8:46,122
-7.018815994,-1.885490417,-1.836408615,1.169695854,-1.074884415,-1.026946068,0.683776855,-0.070068359,0.719055176,-0.102783203,7.496082221,1.891608607,-2.96165051,0.052014795,-0.055277581,Mers,7/26/2024 8:46,122
-12.97936249,-1.996824265,-0.180767059,0.502820015,-2.223274231,0.033023834,0.64263916,0.050476074,0.763427734,-0.041259766,13.13331011,2.279663758,-1.430920052,0.128224583,-0.171322899,Mers,7/26/2024 8:46,122
-13.40674114,5.202758789,0.970877647,-2.503447533,0.676463127,-0.315327644,0.397460938,0.076904297,0.914367676,-0.003845215,14.41360505,2.612332949,-1.372293284,0.068217687,-0.74673581,Mers,7/26/2024 8:46,122
-7.71076107,-1.534729958,2.320052147,0.140618324,1.554267883,0.531582832,0.553894043,0.069335938,0.829589844,-0.012756348,8.197186974,1.648666877,-1.31512937,0.098132024,-0.389746042,Mers,7/26/2024 8:46,122
-13.84489346,-0.112530708,1.878308296,0.10759449,-0.69137764,-0.531582832,0.717651367,-0.068603516,0.681518555,-0.125610352,13.97217879,0.878726307,2.920113164,0.072809069,0.039669956,Mers,7/26/2024 8:46,123
-9.474144936,-1.842393875,0.736239433,-0.283368111,-1.678907394,-1.332686424,0.704345703,-0.098999023,0.6953125,-0.102844238,9.679663525,2.162193476,3.093921781,0.003558703,0.011928479,Mers,7/26/2024 8:46,123
-6.806922913,-1.344385147,-0.849967003,-1.423235893,-1.373167038,-0.387767792,0.600341797,0.090087891,0.786315918,-0.114929199,6.990280028,2.015329249,-1.556235518,0.293086387,-0.277470156,Mers,7/26/2024 8:46,122
-10.25946712,-1.978867531,2.021964073,0.796841621,0.795776367,-0.156598091,0.656738281,0.024169922,0.75213623,-0.04901123,10.64241143,1.136987052,-1.779044062,0.105669411,-0.137349844,Mers,7/26/2024 8:46,122
-8.217150688,-2.005204201,-1.996824265,-1.001379013,-0.990725517,-0.719075203,0.777038574,-0.063781738,0.611206055,-0.136047363,8.690783421,1.581570778,2.439648252,0.067234847,0.219555143,Mers,7/26/2024 8:46,120
-15.02167892,-0.150838852,0.161613464,-2.272277832,1.18887043,0.872477531,0.467651367,0.125183105,0.872436523,-0.067443848,15.02330552,2.708851507,-1.297233165,0.236976859,-0.586832621,Mers,7/26/2024 8:46,121
-13.50131416,-1.766974449,1.351567268,0.707356453,-2.03578186,0.053264618,0.735473633,0.081420898,0.651123047,-0.168701172,13.68336277,2.155828855,2.367946136,0.346338804,0.101932696,Mers,7/26/2024 8:46,121
-9.423864365,-2.418216705,-0.492022514,0.415465355,-1.874921799,-1.338012695,0.78717041,0.012023926,0.571899414,-0.23059082,9.741615767,2.340560015,2.361523108,0.286586153,0.261540512,Mers,7/26/2024 8:46,120
-8.378764153,-1.057071686,-1.1456604,0.526256561,2.730355263,2.28612709,0.649780273,0.096496582,0.747436523,-0.099365234,8.52253642,3.599744838,-1.460038089,0.277488991,-0.142973922,Mers,7/26/2024 8:47,121
-8.358412743,-2.332022667,1.982459068,-1.36357975,0.285499573,0.448489189,0.326049805,0.161193848,0.901611328,0.234191895,8.901209876,1.463558094,-0.991488874,-0.32276046,-0.83686079,Mers,7/26/2024 8:47,121
-6.848822594,-0.939752579,-1.903448105,-1.625642776,0.338764191,1.12495327,0.56628418,0.07043457,0.820678711,0.02911377,7.170259446,2.005740629,-1.176356576,0.03199132,-0.357484743,Mers,7/26/2024 8:47,119
-12.40473652,1.308470726,3.917033195,-0.470860481,-1.285813332,0.243952751,0.318237305,0.211975098,0.921203613,0.071838379,13.07412455,1.390876868,-1.064678432,0.002561222,-0.853835164,Mers,7/26/2024 8:47,122
-10.34925175,-2.13329792,0.116122246,0.644504547,2.448051453,1.961211205,0.454162598,0.148376465,0.877990723,0.02911377,10.56747161,3.202294711,-1.115228208,0.083748707,-0.593140672,Mers,7/26/2024 8:47,119
-13.50251198,-0.32442379,0.189146996,-1.167565346,0.70416069,0.372853279,0.42199707,0.100280762,0.882263184,0.183044434,13.50773324,1.413531281,-1.04932006,-0.240666896,-0.673739572,Mers,7/26/2024 8:47,120
-13.62461948,-2.151255608,-1.338398933,1.095125198,-0.551823616,-0.586977959,0.503417969,0.112121582,0.841796875,-0.159240723,13.85819138,1.359540962,-1.506601691,0.390861112,-0.522897836,Mers,7/26/2024 8:47,121
-11.28900433,-1.055874825,2.273363113,-0.059656143,-0.926807404,-0.013848305,0.539001465,0.054931641,0.837585449,0.069885254,11.56393835,0.928828614,-1.182512153,-0.057885595,-0.425679416,Mers,7/26/2024 8:47,122
-11.49850368,3.373532295,0.623707771,-2.010214806,0.47299099,-0.663679123,0.544372559,0.030151367,0.834411621,0.080871582,11.99938825,2.1691367,-1.23330941,-0.102311623,-0.417893103,Mers,7/26/2024 8:47,120
-7.665269852,-2.171607018,2.424202919,0.481513977,0.735054016,0.140618324,0.441467285,0.076049805,0.893188477,-0.039245605,8.327604622,0.889906529,-1.405627498,0.137689092,-0.65296656,Mers,7/26/2024 8:47,122
-7.804138184,-1.561066628,0.019153595,-0.312131882,-1.84828949,-1.013096809,0.690551758,-0.037963867,0.722229004,-0.008056641,7.958760498,2.130719478,-2.53150804,-0.040805874,-0.043415193,Mers,7/26/2024 8:47,120
-12.86204338,-1.61852932,-1.255796432,2.065609932,2.687744141,2.910390854,0.549499512,0.10144043,0.829284668,-0.005065918,13.024163,4.46778333,-1.181016358,0.120174157,-0.391194182,Mers,7/26/2024 8:47,118
-13.99932384,-2.013584137,-0.992425919,-1.228286743,-3.189498901,-0.780861855,0.781799316,-0.083496094,0.617370605,0.025878906,14.17816978,3.505900284,1.843713694,-0.163232043,0.241173206,Mers,7/26/2024 8:47,119
-7.937020302,-1.362341881,-1.101366043,-1.322032928,-1.955884933,-1.724715233,0.813293457,-0.157714844,0.559692383,0.021606445,8.128054739,2.923679115,1.982590011,-0.284547137,0.391076049,Mers,7/26/2024 8:47,118
-8.051945686,-0.390266418,-2.074638367,-2.013410568,0.054329872,-0.373918533,0.696960449,-0.04901123,0.715393066,6.10E-05,8.32407722,2.048557766,-2.756628131,-0.068458516,-0.023636386,Mers,7/26/2024 8:47,118
-13.25829601,-0.75060463,2.395471573,-0.152337074,-1.033337593,0.292956352,0.61706543,0.068237305,0.783813477,-0.014587402,13.49385432,1.084811776,-1.213120143,0.107287072,-0.233067069,Mers,7/26/2024 8:47,120
-7.025999069,-1.016368866,1.101366043,-0.89910984,-1.722584724,-1.488219261,0.809448242,-0.159729004,0.563049316,-0.047302246,7.184057054,2.447548407,2.254206196,-0.206788341,0.371940722,Mers,7/26/2024 8:47,118
-8.508054733,-0.503993988,2.424202919,-1.79715538,0.979007721,-0.35793972,0.572143555,-0.028686523,0.81854248,0.043151855,8.861025058,2.077581387,-1.563725762,-0.103654386,-0.352593684,Mers,7/26/2024 8:47,121
-13.14576435,-2.415822983,1.744228363,1.294335365,1.678907394,0.843714714,0.681762695,-0.065185547,0.727600098,0.039855957,13.47923045,2.281641644,-2.112658261,-0.14741387,-0.062720823,Mers,7/26/2024 8:47,120
-9.42506218,-1.435367584,2.193155289,0.5965662,0.666875839,0.039415359,0.51348877,0.050415039,0.856018066,0.032653809,9.782740277,0.895638424,-1.321437176,-0.0041294,-0.487351838,Mers,7/26/2024 8:47,121
-8.528406143,-1.830422401,-1.600572586,-1.947361946,-0.076701164,0.1832304,0.736938477,-0.105895996,0.667602539,0.004699707,8.868257445,1.957466474,2.571607169,-0.163074562,0.110004768,Mers,7/26/2024 8:47,119
-12.92549133,-1.950136185,1.771762848,2.262690544,-0.901240349,-0.581651688,0.736999512,-0.0390625,0.674499512,-0.017822266,13.19130399,2.504060972,2.307539645,-0.033542157,0.089619871,Mers,7/26/2024 8:47,117
-11.20041656,-0.733844757,1.650852203,-1.280486107,-0.123574257,-0.625329018,0.500183105,-0.223022461,0.784667969,0.290588379,11.34518278,1.430367662,-1.748136675,-0.74658343,-0.54833316,Mers,7/26/2024 8:47,116
-13.07513332,-3.622537613,2.736655235,0.461273193,0.301478386,-0.025567055,0.661071777,-0.159362793,0.699951172,0.218322754,13.84092381,0.551648303,-0.437388891,-0.542561151,-0.087632506,Mers,7/26/2024 8:47,116
-13.08830261,-0.681170464,3.50880909,-0.765948296,0.429314613,0.937460899,0.434448242,-0.12701416,0.852539063,0.261474609,13.56758636,1.284453489,-1.54893304,-0.58980237,-0.719107674,Mers,7/26/2024 8:47,116
-9.020429611,-1.365933418,-1.142068863,-0.366461754,1.296465874,1.043990135,0.549072266,-0.195129395,0.7734375,0.249511719,9.194468215,1.704415848,-1.67258828,-0.643805792,-0.403373656,Mers,7/26/2024 8:47,116
-6.170045853,-1.532335281,0.587794304,-1.416844368,-0.027697563,0.03195858,0.618591309,-0.204528809,0.726013184,0.219970703,6.384592343,1.417475386,-1.749054448,-0.60948193,-0.184656222,Mers,7/26/2024 8:47,116
-9.173663139,-0.878698349,2.061470032,-0.288695335,0.638112068,0.348351479,0.643066406,-0.219055176,0.700317383,0.219299316,9.443403246,0.782228075,-1.882543269,-0.629687593,-0.09549657,Mers,7/26/2024 8:47,117
-12.12101555,-2.675601959,1.717891693,1.388081551,-1.461586952,-0.47299099,0.691040039,-0.270568848,0.637329102,0.207519531,12.53112188,2.070441327,2.524466705,-0.692501275,0.131301132,Mers,7/26/2024 8:47,117
-6.612986565,-1.107351303,1.932179451,-1.373167038,-0.002130508,0.344090462,0.504150391,-0.185058594,0.806884766,0.24609375,6.977903385,1.415623714,-1.706235005,-0.623319127,-0.5299236,Mers,7/26/2024 8:47,116
-11.16091061,-2.044710159,3.560285568,0.63598156,1.649079323,1.873856544,0.589416504,-0.167053223,0.780456543,0.124633789,11.89211498,2.575902464,-1.964500172,-0.402228943,-0.276535032,Mers,7/26/2024 8:47,117
-7.820898056,-0.918204308,-0.29808712,-0.87460804,-1.88451004,-1.506329536,0.767578125,-0.24206543,0.581726074,-0.117431641,7.880253897,2.566192897,2.722092719,-0.237200217,0.301702547,Mers,7/26/2024 8:47,117
-11.60983753,-3.359167099,2.039921761,1.08127594,0.350481987,0.267389297,0.593933105,0.090698242,0.77923584,-0.178466797,12.25698217,1.167686738,-1.86774074,0.396153735,-0.30183984,Mers,7/26/2024 8:47,115
-6.465738297,-4.745451927,0.743421555,-0.702030182,-0.279107094,0.206666946,0.63684082,-0.125183105,0.760009766,0.034912109,8.05467326,0.783235835,-2.234182414,-0.214143439,-0.162905381,Mers,7/26/2024 8:47,114
-8.026805878,-1.454521179,-1.909433365,-0.665810585,0.758490562,0.47299099,0.680969238,-0.111755371,0.721862793,-0.051879883,8.37801768,1.114599544,-2.859852446,-0.077380825,-0.047770475,Mers,7/26/2024 8:47,117
-12.12221241,-2.887495041,0.117319107,0.697769165,-1.54574585,-0.168316841,0.69354248,0.064758301,0.664733887,-0.270019531,12.461919,1.704271868,2.783724361,0.465430478,-0.033314648,Mers,7/26/2024 8:47,116
-14.19565392,-2.248223305,3.39508152,1.099386215,-0.754229546,-0.414400101,0.765930176,-0.356323242,0.493103027,0.208068848,14.76813044,1.396151747,1.695928017,-0.849630067,0.613102951,Mers,7/26/2024 8:47,114
-6.398698807,-1.87591362,-0.588991165,-0.343025208,1.024815559,1.127083778,0.579406738,-0.104248047,0.778381348,0.218139648,6.693975569,1.561483611,-1.20105179,-0.478440908,-0.344085636,Mers,7/26/2024 8:47,114
-9.492101669,-2.583421707,1.472478867,1.074884415,1.167565346,1.013096809,0.592895508,-0.487121582,0.56640625,0.300598145,9.946972194,1.88280389,-2.605004029,-1.163375192,0.438541178,Mers,7/26/2024 8:47,114
-7.715549469,-0.470474243,0.6021595,-0.919350624,-1.800351143,-1.400864601,0.723510742,-0.229187012,0.586853027,0.282226563,7.753299019,2.459449418,0.976260677,-0.724671541,0.207977164,Mers,7/26/2024 8:47,114
-12.65733242,-1.446141243,3.214313507,-0.398420334,0.317458153,0.463403702,0.560913086,-0.102050781,0.799804688,0.187744141,13.13891928,0.688666416,-1.414277962,-0.427723568,-0.386815033,Mers,7/26/2024 8:47,114
-7.932231903,-0.939752579,0.367520332,-1.355056763,-2.283996582,-1.436019897,0.79284668,-0.436706543,0.288269043,0.312316895,7.996155893,3.019101251,1.077071911,-1.06038831,1.289844421,Mers,7/26/2024 8:47,114
-8.030396461,-1.200728416,-2.780949593,-1.094059944,0.272715569,0.502820015,0.678710938,-0.513366699,0.386230469,0.355834961,8.582697518,1.234572359,1.110905572,-1.332424869,1.230183758,Mers,7/26/2024 8:47,114
-7.083460808,-0.489628792,2.254209518,-1.06210041,0.529452324,0.125704765,0.608886719,-0.496643066,0.559875488,0.262939453,7.449604951,1.193389598,-2.670270804,-1.117995806,0.509135764,Mers,7/26/2024 8:47,114
-14.1262207,-1.865139961,1.425789833,-1.405126572,-2.59506321,-0.383506775,0.673156738,-0.492492676,0.372558594,0.406799316,14.31997678,2.975871502,0.919951529,-1.309913674,1.318540522,Mers,7/26/2024 8:47,114
-12.7770462,-1.387481689,0.27773571,1.388081551,1.938839912,1.345469475,0.587890625,-0.516906738,0.531982422,0.322753906,12.85516053,2.737911376,-2.60938126,-1.256998224,0.658201945,Mers,7/26/2024 8:47,114
-14.72718334,-0.848770142,-1.338398933,0.940656662,1.847224236,0.411204338,0.678894043,-0.442260742,0.462768555,0.359680176,14.81221292,2.113329445,1.158054078,-1.203756538,0.789817767,Mers,7/26/2024 8:47,113
-9.677658081,-1.915419579,1.819648743,-0.467664719,1.818461418,0.340894699,0.637817383,-0.468017578,0.49407959,0.360595703,10.03180042,1.908329483,1.604539211,-1.264130682,0.7101929,Mers,7/26/2024 8:47,113
-11.71279144,-2.76418972,3.05629158,0.909763336,0.400550842,-0.242887497,0.493713379,-0.540649414,0.583679199,0.351013184,12.41656741,1.023281311,-2.389906493,-1.233370173,0.351714539,Mers,7/26/2024 8:47,114
-9.803357124,0.049081802,-1.174390793,0.74783802,2.556712151,1.914338112,0.23828125,-0.454345703,0.82824707,0.225463867,9.873571474,3.280355032,-2.258831186,-0.631063422,-1.189611834,Mers,7/26/2024 8:47,113
-7.258243561,-1.59817791,-1.579023361,-0.631720543,-0.699899673,-0.695638657,0.36151123,-0.535339355,0.620239258,0.444946289,7.597998881,1.171684061,-2.355903785,-1.219736257,-1.738236837,Mers,7/26/2024 8:47,113
-9.346051216,-1.189953804,1.503603935,0.559280396,0.370722771,0.033023834,0.174987793,-0.553588867,0.712890625,0.393310547,9.540727864,0.671803921,-2.37360122,-0.854918439,-2.089460629,Mers,7/26/2024 8:47,113
-12.00728703,-1.968092918,-2.175198555,-0.595500946,-2.146573067,-1.520177841,0.378723145,-0.535522461,0.568664551,0.496398926,12.36041344,2.696912675,-2.384291374,-1.326048441,-2.196860669,Mers,7/26/2024 8:47,113
-8.351229668,0.430969238,1.019960403,-1.777979851,1.023750305,-0.217320442,0.167053223,-0.562194824,0.697143555,0.412353516,8.424315443,2.063129955,-2.389732965,-0.867589103,-2.207410846,Mers,7/26/2024 8:47,114
-13.00809383,-1.095379829,0.124502182,1.5585289,2.24244976,0.838388443,0.266479492,-0.536010742,0.679016113,0.424926758,13.05472569,2.856656864,-2.36091352,-1.040655702,-1.890084894,Mers,7/26/2024 8:47,115
-13.83411884,-1.409029961,0.417800903,-0.540104866,-1.802481651,-0.180034637,0.293457031,-0.506286621,0.66998291,0.456848145,13.91196489,1.890255496,-2.356035698,-1.141617188,-1.787441634,Mers,7/26/2024 8:47,113
-13.87242699,-1.927391052,-1.391073227,0.455946922,-1.020553589,-1.222960472,0.547851563,-0.468811035,0.456054688,0.521606445,14.07459241,1.656819103,0.787276929,-1.425339852,1.310294155,Mers,7/26/2024 8:47,115
-7.983708382,-0.6895504,-1.671203613,0.415465355,1.375297546,1.068491936,0.420471191,-0.499267578,0.622802734,0.431396484,8.185841484,1.790455199,-2.327721693,-1.277185426,-1.009800191,Mers,7/26/2024 8:47,115
-14.71401501,-0.569836617,1.126505852,-0.971549988,-2.508773804,-1.334816933,0.525878906,-0.518127441,0.473937988,0.479919434,14.76807255,3.003263496,0.79321909,-1.553399877,1.558046,Mers,7/26/2024 8:47,116
-9.492101669,-1.199531555,1.749016762,-0.675397873,-1.644818306,-0.626394272,0.40032959,-0.547485352,0.533325195,0.505554199,9.726146703,1.885194773,-2.387393916,-1.35873321,-2.577644319,Mers,7/26/2024 8:47,118
-11.57033253,2.49243927,0.597371101,-3.019050598,0.084157944,-0.678593636,0.282714844,-0.583007813,0.606628418,0.460632324,11.85081012,3.095519083,-2.392218794,-1.094099117,-2.45109142,Mers,7/26/2024 8:48,119
-12.76507473,-2.413428307,-0.712296486,0.040480614,-2.143377304,0.037284851,0.57220459,-0.487304688,0.333251953,0.569274902,13.01073155,2.144083745,0.747714928,-1.214227151,2.499364328,Mers,7/26/2024 8:48,118
-8.004059792,-2.666024208,-1.333610535,-0.550758362,-1.384885788,-0.749968529,0.444335938,-0.51940918,0.533691406,0.497924805,8.541146017,1.668441253,-2.368366342,-1.452920701,-2.151393946,Mers,7/26/2024 8:48,118
-12.21678638,-0.651242256,-0.55547142,0.607218742,1.659731865,0.895914078,0.314941406,-0.655151367,0.557312012,0.401184082,12.24673566,1.981435464,-2.35400946,-1.034952296,2.826562725,Mers,7/26/2024 8:48,118
-10.31453514,-1.696343422,1.658034325,0.673267365,0.025567055,-0.046872139,0.221557617,-0.698852539,0.580993652,0.35357666,10.58377503,0.67538109,-2.358860772,-0.804557393,2.835340959,Mers,7/26/2024 8:48,118
-9.562732697,-1.661625862,0.979257584,0.446358681,1.755608559,0.881000519,0.263793945,-0.603393555,0.546142578,0.51776123,9.755296129,2.014338452,-2.442107151,-1.084106849,-2.766163441,Mers,7/26/2024 8:48,119
-9.401119232,1.504800797,0.829615593,-0.135292053,0.11931324,0.123574257,0.679260254,-0.087341309,0.72833252,-0.023193359,9.556868226,0.218655404,-2.694070636,-0.084972221,-0.062336845,Mers,7/26/2024 8:48,118
-10.02123642,-0.098164558,2.366740227,0.410139084,-0.840518951,0.169382095,0.588256836,-0.381530762,0.687683105,0.188476563,10.29739166,0.950461188,-2.477919741,-0.786804418,-0.025342866,Mers,7/26/2024 8:48,118
-12.15333748,-1.44374752,-0.464488983,0.153402328,-2.372415543,-0.540104866,0.615722656,-0.516174316,0.456054688,0.3828125,12.24760257,2.437950174,1.558965997,-1.396260863,1.051234464,Mers,7/26/2024 8:48,117
-7.805335045,-1.057071686,1.702328682,-0.498558044,0.694573402,0.057525635,0.172668457,-0.718139648,0.555786133,0.381591797,8.058447658,0.856913959,-2.369297339,-0.737131696,2.8914826,Mers,7/26/2024 8:48,118
-8.582277298,-2.179986954,-2.26139164,-0.665810585,-0.329175949,-0.222646713,0.468078613,-0.588256836,0.471374512,0.461242676,9.139021769,0.775391578,-2.303412346,-1.400514044,2.232658981,Mers,7/26/2024 8:48,117
-8.390735626,-1.643669128,-0.780532837,0.055395126,-0.816017151,-0.808560371,0.63861084,0.229187012,0.447814941,-0.582336426,8.58576287,1.150096728,2.399403552,0.951488649,-0.254367423,Mers,7/26/2024 8:48,121
-9.567521095,-1.6652174,1.078619957,-0.008522034,0.581651688,0.060721397,0.478942871,0.516357422,0.48815918,-0.515441895,9.771071073,0.584874687,-0.758430913,1.505161348,-3.019193676,Mers,7/26/2024 8:48,125
